     njet  bjet  ht_low      ht_high  mht_bin  mht_low    mht_high           bkg       bkg_err        bkgTtw    bkgTtw_err       bkgZinv   bkgZinv_err        bkgQcd    bkgQcd_err      data  data_err_up  data_err_down
73   eq3j  eq1b  1200.0          inf        3      900         inf  3.388535e+00  7.714582e-01  5.301100e-01  1.174691e-01  2.809494e+00  7.595702e-01  4.893142e-02  5.622024e-02       4.0     2.776400       1.664100
74   eq3j  eq2b   200.0   400.000000        0      200         inf  4.801127e+02  1.425935e+01  3.691010e+02  2.986143e+01  1.057258e+02  1.506079e+01  5.285935e+00  4.170076e+00     495.0    22.248595      22.248595
75   eq3j  eq2b   400.0   600.000000        0      200  400.000000  2.205436e+02  6.616168e+00  1.554781e+02  9.905750e+00  6.428421e+01  5.585639e+00  7.813229e-01  8.117786e-01     229.0    15.132746      15.132746
76   eq3j  eq2b   400.0   600.000000        1      400         inf  3.177576e+01  1.224246e+00  1.444154e+01  1.524696e+00  1.723219e+01  2.090425e+00  1.020299e-01  1.158034e-01      34.0     5.830952       5.830952
77   eq3j  eq2b   600.0   900.000000        0      200  400.000000  9.724131e+00  5.680721e-01  3.839850e+00  4.918649e-01  5.884281e+00  7.909577e-01  1.354242e-07  1.300831e-07      10.0     3.806000       3.223600
78   eq3j  eq2b   600.0   900.000000        1      400  600.000000  1.034617e+01  6.497346e-01  4.344180e+00  5.175727e-01  6.001987e+00  7.185882e-01  1.343769e-07  1.288193e-07       9.0     3.790500       2.665800
79   eq3j  eq2b   600.0   900.000000        2      600         inf  3.837307e+00  2.693059e-01  8.591720e-01  1.308529e-01  2.978135e+00  4.119667e-01  1.999896e-12  1.763805e-12       2.0     2.250400       1.264200
80   eq3j  eq2b   900.0  1200.000000        0      200  400.000000  3.708198e+00  4.299979e-01  1.949762e+00  4.424493e-01  1.758436e+00  4.444228e-01  2.000009e-12  1.748170e-12       4.0     2.776400       1.664100
81   eq3j  eq2b   900.0  1200.000000        1      400  600.000000  1.891559e+00  2.018857e-01  7.564549e-01  1.762915e-01  1.135104e+00  2.611265e-01  2.000022e-12  1.748212e-12       2.0     2.250400       1.264200
82   eq3j  eq2b   900.0  1200.000000        2      600  900.000000  1.383537e+00  1.630105e-01  3.877569e-01  9.709083e-02  9.957801e-01  2.278170e-01  1.999996e-12  1.747191e-12       2.0     2.250400       1.264200
83   eq3j  eq2b   900.0  1200.000000        3      900         inf  4.701342e-01  1.060974e-01  3.299052e-02  1.143979e-02  4.371437e-01  1.296151e-01  1.999973e-12  1.747434e-12       0.0     1.290400       0.000000
84   eq3j  eq2b  1200.0          inf        0      200  400.000000  2.650136e-01  5.073081e-02  1.205200e-01  3.764614e-02  1.407237e-01  4.195997e-02  3.769907e-03  4.322343e-03       1.0     1.750500       0.632100
85   eq3j  eq2b  1200.0          inf        1      400  600.000000  6.651986e-01  1.242082e-01  2.623661e-01  7.740524e-02  3.934001e-01  1.038413e-01  9.432346e-03  1.084178e-02       0.0     1.290400       0.000000
