njet,bjet,ht_low,ht_high,mht_low,mht_high,bkg,bkg_err,data
eq5j,eq1b,600.0,900.0,200,400.0,178.791641,9.579342,198.0
eq5j,eq1b,600.0,900.0,400,600.0,55.619465,4.061125,50.0
eq5j,eq1b,600.0,900.0,600,inf,6.821399,0.921372,11.0
eq5j,eq1b,900.0,1200.0,200,400.0,39.344395,3.31449,33.0
eq5j,eq1b,900.0,1200.0,400,600.0,18.405319,1.821389,15.0
eq5j,eq1b,900.0,1200.0,600,inf,8.237865,1.064383,9.0
eq5j,eq1b,1200.0,inf,200,400.0,3.398446,0.556593,4.0
eq5j,eq1b,1200.0,inf,400,600.0,5.364214,0.951799,3.0
eq5j,eq1b,1200.0,inf,600,900.0,2.823595,0.581176,5.0
eq5j,eq1b,1200.0,inf,900,inf,1.897015,0.47425,2.0
eq5j,eq2b,400.0,600.0,200,400.0,275.376984,10.76893,284.0
eq5j,eq2b,400.0,600.0,400,inf,5.263115,0.494251,10.0
eq5j,eq2b,600.0,900.0,200,400.0,68.631294,3.708989,63.0
eq5j,eq2b,600.0,900.0,400,600.0,17.503883,1.266981,16.0
eq5j,eq2b,600.0,900.0,600,inf,1.616644,0.233691,0.0
eq5j,eq2b,900.0,1200.0,200,400.0,9.854562,0.924663,5.0
eq5j,eq2b,900.0,1200.0,400,600.0,3.577275,0.380456,5.0
eq5j,eq2b,900.0,1200.0,600,inf,1.789794,0.265989,1.0
eq5j,eq2b,1200.0,inf,200,400.0,0.702934,0.117391,0.0
eq5j,eq2b,1200.0,inf,400,600.0,1.049435,0.183913,2.0
eq5j,eq2b,1200.0,inf,600,900.0,0.443103,0.090152,1.0
eq5j,eq2b,1200.0,inf,900,inf,0.291318,0.076813,1.0
eq5j,eq3b,400.0,600.0,200,400.0,31.266338,2.767848,25.0
eq5j,eq3b,400.0,600.0,400,inf,0.359015,0.054319,1.0
eq5j,eq3b,600.0,900.0,200,400.0,7.650258,0.930087,7.0
eq5j,eq3b,600.0,900.0,400,600.0,1.712614,0.183188,3.0
eq5j,eq3b,600.0,900.0,600,inf,0.141875,0.027604,0.0
eq5j,eq3b,900.0,inf,200,400.0,0.774293,0.158831,0.0
eq5j,eq3b,900.0,inf,400,600.0,0.361364,0.075278,0.0
eq5j,eq3b,900.0,inf,600,inf,0.178358,0.039872,0.0
eq5j,ge4b,400.0,inf,200,400.0,1.789655,0.512714,2.0
eq5j,ge4b,400.0,inf,400,inf,0.191493,0.055051,1.0
ge2a,eq0b,200.0,400.0,200,inf,116794.726562,1058.371995,116868.0
ge2a,eq0b,400.0,600.0,200,400.0,2935.727539,53.615538,2932.0
ge2a,eq0b,400.0,600.0,400,inf,2796.162354,55.516062,2800.0
ge2a,eq0b,600.0,900.0,200,400.0,23.345478,2.304306,31.0
ge2a,eq0b,600.0,900.0,400,600.0,69.480171,4.368092,75.0
ge2a,eq0b,600.0,900.0,600,inf,224.691422,10.960856,211.0
ge2a,eq0b,900.0,inf,200,900.0,30.072269,4.596869,28.0
ge2a,eq0b,900.0,inf,900,inf,50.272957,6.182824,54.0
ge2a,eq1b,200.0,400.0,200,inf,16369.460938,156.979019,16307.0
ge2a,eq1b,400.0,600.0,200,400.0,1082.716431,21.495753,1042.0
ge2a,eq1b,400.0,600.0,400,inf,326.397339,12.988234,310.0
ge2a,eq1b,600.0,900.0,200,400.0,15.513996,1.454178,8.0
ge2a,eq1b,600.0,900.0,400,600.0,13.285148,1.389456,12.0
ge2a,eq1b,600.0,900.0,600,inf,28.204758,3.342782,26.0
ge2a,eq1b,900.0,inf,200,900.0,4.731229,1.234844,5.0
ge2a,eq1b,900.0,inf,900,inf,8.471136,2.149673,7.0
ge2a,eq2b,200.0,400.0,200,inf,2173.24585,40.507503,2200.0
ge2a,eq2b,400.0,600.0,200,400.0,392.960663,11.893649,410.0
ge2a,eq2b,400.0,600.0,400,inf,28.235338,1.337921,35.0
ge2a,eq2b,600.0,900.0,200,400.0,5.89599,0.748077,4.0
ge2a,eq2b,600.0,900.0,400,600.0,2.429322,0.252438,4.0
ge2a,eq2b,600.0,900.0,600,inf,2.24897,0.290159,2.0
ge2a,eq2b,900.0,inf,200,900.0,1.015626,0.25296,1.0
ge2a,eq2b,900.0,inf,900,inf,0.744318,0.172584,0.0
ge2a,eq3b,200.0,400.0,200,inf,80.105621,5.242986,92.0
ge2a,eq3b,400.0,600.0,200,400.0,40.347187,3.211557,38.0
ge2a,eq3b,400.0,600.0,400,inf,0.868322,0.104504,2.0
ge2a,eq3b,600.0,inf,200,400.0,1.488781,0.316849,1.0
ge2a,eq3b,600.0,inf,400,600.0,0.254955,0.056161,0.0
ge2a,eq3b,600.0,inf,600,inf,0.146639,0.02338,0.0
ge6j,eq0b,400.0,600.0,200,inf,154.824402,11.586893,164.0
ge6j,eq0b,600.0,900.0,200,400.0,211.64122,14.485031,210.0
ge6j,eq0b,600.0,900.0,400,inf,61.394829,5.287337,56.0
ge6j,eq0b,900.0,1200.0,200,400.0,65.89621,5.799193,64.0
ge6j,eq0b,900.0,1200.0,400,600.0,26.354534,3.172771,32.0
ge6j,eq0b,900.0,1200.0,600,inf,9.524963,1.805335,9.0
ge6j,eq0b,1200.0,inf,200,400.0,12.919086,1.928065,12.0
ge6j,eq0b,1200.0,inf,400,600.0,14.89198,1.952142,9.0
ge6j,eq0b,1200.0,inf,600,900.0,8.975986,1.467227,11.0
ge6j,eq0b,1200.0,inf,900,inf,3.514382,0.74338,5.0
ge6j,eq1b,400.0,600.0,200,inf,134.272095,8.64329,121.0
ge6j,eq1b,600.0,900.0,200,400.0,147.790421,8.732471,148.0
ge6j,eq1b,600.0,900.0,400,inf,25.384478,2.754589,26.0
ge6j,eq1b,900.0,1200.0,200,400.0,37.718864,3.475442,42.0
ge6j,eq1b,900.0,1200.0,400,600.0,12.032553,1.636751,11.0
