njet,btag,htlow,hthigh,mhtlow,mhthigh,bkg,bkgErr,data
ge5a,ge3b,500,inf,130,200.0,0.191,0.339,0
ge5a,ge3b,500,inf,200,250.0,0.311,0.239,1
ge5a,ge3b,500,inf,250,inf,0.304,0.36,0
ge5j,eq0b,350,400.0,130,175.0,2.18,2.44,2
ge5j,eq0b,350,400.0,175,225.0,8.88,2.9,4
ge5j,eq0b,350,400.0,225,275.0,4.86,2.45,1
ge5j,eq0b,350,400.0,275,inf,2.77,2.54,1
ge5j,eq0b,400,500.0,130,175.0,25.0,6.14,28
ge5j,eq0b,400,500.0,175,225.0,44.1,6.95,37
ge5j,eq0b,400,500.0,225,275.0,23.6,4.53,25
ge5j,eq0b,400,500.0,275,325.0,13.3,2.7,12
ge5j,eq0b,400,500.0,325,375.0,6.72,1.59,5
ge5j,eq0b,400,500.0,375,425.0,2.07,0.646,2
ge5j,eq0b,400,500.0,425,inf,0.816,0.411,0
ge5j,eq0b,500,600.0,130,150.0,0.489,0.254,0
ge5j,eq0b,500,600.0,150,200.0,17.8,4.69,21
ge5j,eq0b,500,600.0,200,250.0,34.7,8.19,29
ge5j,eq0b,500,600.0,250,300.0,23.6,5.69,26
ge5j,eq0b,500,600.0,300,350.0,13.0,3.04,14
ge5j,eq0b,500,600.0,350,400.0,7.86,2.0,2
ge5j,eq0b,500,600.0,400,450.0,3.32,0.933,4
ge5j,eq0b,500,600.0,450,500.0,1.79,0.576,3
ge5j,eq0b,500,600.0,500,inf,0.896,0.391,1
ge5j,eq0b,600,800.0,130,225.0,7.7,2.42,9
ge5j,eq0b,600,800.0,225,275.0,20.3,3.97,30
ge5j,eq0b,600,800.0,275,325.0,20.7,3.73,17
ge5j,eq0b,600,800.0,325,375.0,16.8,3.04,11
ge5j,eq0b,600,800.0,375,425.0,9.16,1.75,15
ge5j,eq0b,600,800.0,425,475.0,6.38,1.26,6
ge5j,eq0b,600,800.0,475,525.0,4.5,1.06,4
ge5j,eq0b,600,800.0,525,575.0,2.66,0.761,1
ge5j,eq0b,600,800.0,575,625.0,1.57,0.493,1
ge5j,eq0b,600,800.0,625,675.0,0.766,0.259,0
ge5j,eq0b,600,800.0,675,725.0,0.255,0.129,0
ge5j,eq0b,600,800.0,725,inf,0.107,0.0638,0
ge5j,eq0b,800,inf,130,150.0,0.351,0.129,0
ge5j,eq0b,800,inf,150,200.0,3.85,1.04,4
ge5j,eq0b,800,inf,200,250.0,8.64,2.18,13
ge5j,eq0b,800,inf,250,300.0,9.35,2.35,9
ge5j,eq0b,800,inf,300,350.0,8.67,2.17,6
ge5j,eq0b,800,inf,350,400.0,7.07,1.79,4
ge5j,eq0b,800,inf,400,450.0,4.98,1.29,4
ge5j,eq0b,800,inf,450,500.0,4.64,1.21,5
ge5j,eq0b,800,inf,500,550.0,3.34,0.914,5
ge5j,eq0b,800,inf,550,600.0,2.89,0.826,5
ge5j,eq0b,800,inf,600,650.0,2.48,0.727,4
ge5j,eq0b,800,inf,650,700.0,1.66,0.541,0
ge5j,eq0b,800,inf,700,750.0,1.33,0.429,2
ge5j,eq0b,800,inf,750,800.0,0.838,0.275,1
ge5j,eq0b,800,inf,800,inf,3.1,1.03,2
ge5j,eq1b,350,400.0,130,175.0,1.25,1.13,2
ge5j,eq1b,350,400.0,175,225.0,1.31,0.633,3
ge5j,eq1b,350,400.0,225,275.0,0.801,0.67,0
ge5j,eq1b,350,400.0,275,inf,0.226,0.238,1
ge5j,eq1b,400,500.0,130,150.0,6.56,2.32,11
ge5j,eq1b,400,500.0,150,200.0,26.5,5.23,29
ge5j,eq1b,400,500.0,200,250.0,22.0,4.47,12
ge5j,eq1b,400,500.0,250,300.0,9.89,2.47,6
ge5j,eq1b,400,500.0,300,350.0,4.58,1.39,3
ge5j,eq1b,400,500.0,350,400.0,1.18,0.467,1
ge5j,eq1b,400,500.0,400,inf,0.493,0.248,0
ge5j,eq1b,500,600.0,130,175.0,4.64,1.62,5
ge5j,eq1b,500,600.0,175,225.0,16.6,4.54,19
ge5j,eq1b,500,600.0,225,275.0,15.4,4.17,13
ge5j,eq1b,500,600.0,275,325.0,8.64,2.44,7
ge5j,eq1b,500,600.0,325,375.0,5.01,1.54,2
ge5j,eq1b,500,600.0,375,425.0,2.12,0.794,2
ge5j,eq1b,500,600.0,425,475.0,1.31,0.48,0
ge5j,eq1b,500,600.0,475,inf,0.276,0.153,0
ge5j,eq1b,600,800.0,130,200.0,2.13,0.847,2
ge5j,eq1b,600,800.0,200,250.0,8.17,2.1,6
ge5j,eq1b,600,800.0,250,300.0,10.3,2.57,10
ge5j,eq1b,600,800.0,300,350.0,6.06,1.51,7
ge5j,eq1b,600,800.0,350,400.0,5.06,1.26,5
ge5j,eq1b,600,800.0,400,450.0,3.24,0.928,2
ge5j,eq1b,600,800.0,450,500.0,1.48,0.46,2
ge5j,eq1b,600,800.0,500,550.0,0.847,0.208,1
ge5j,eq1b,600,800.0,550,600.0,0.272,0.103,0
ge5j,eq1b,600,800.0,600,650.0,0.257,0.112,0
ge5j,eq1b,600,800.0,650,inf,0.16,0.0775,0
ge5j,eq1b,800,inf,130,150.0,0.261,0.106,1
ge5j,eq1b,800,inf,150,200.0,2.35,0.706,3
ge5j,eq1b,800,inf,200,250.0,4.05,1.15,3
ge5j,eq1b,800,inf,250,300.0,4.32,1.22,3
ge5j,eq1b,800,inf,300,350.0,3.15,0.89,2
ge5j,eq1b,800,inf,350,400.0,2.18,0.596,2
ge5j,eq1b,800,inf,400,450.0,2.15,0.627,1
ge5j,eq1b,800,inf,450,500.0,1.25,0.386,0
ge5j,eq1b,800,inf,500,550.0,1.11,0.362,3
ge5j,eq1b,800,inf,550,600.0,0.863,0.272,1
ge5j,eq1b,800,inf,600,650.0,0.7,0.219,0
ge5j,eq1b,800,inf,650,700.0,0.379,0.153,2
ge5j,eq1b,800,inf,700,750.0,0.555,0.248,0
ge5j,eq1b,800,inf,750,800.0,0.29,0.133,0
ge5j,eq1b,800,inf,800,inf,0.708,0.288,0
ge5j,eq2b,350,400.0,130,200.0,1.19,1.56,0
ge5j,eq2b,350,400.0,200,inf,1.46,2.04,0
ge5j,eq2b,400,500.0,130,175.0,7.43,4.39,9
ge5j,eq2b,400,500.0,175,225.0,9.21,2.12,9
ge5j,eq2b,400,500.0,225,275.0,5.05,1.84,5
ge5j,eq2b,400,500.0,275,325.0,2.13,1.07,2
ge5j,eq2b,400,500.0,325,375.0,0.527,0.409,0
ge5j,eq2b,400,500.0,375,inf,0.238,0.194,2
ge5j,eq2b,500,600.0,130,200.0,6.07,3.05,4
ge5j,eq2b,500,600.0,200,250.0,7.84,2.36,8
ge5j,eq2b,500,600.0,250,300.0,3.25,1.21,3
ge5j,eq2b,500,600.0,300,350.0,2.16,1.05,1
ge5j,eq2b,500,600.0,350,400.0,1.39,0.65,1
ge5j,eq2b,500,600.0,400,inf,0.945,0.789,1
ge5j,eq2b,600,800.0,130,225.0,1.52,0.792,4
ge5j,eq2b,600,800.0,225,275.0,3.44,1.11,0
ge5j,eq2b,600,800.0,275,325.0,2.6,0.796,4
ge5j,eq2b,600,800.0,325,375.0,1.05,0.347,1
ge5j,eq2b,600,800.0,375,425.0,0.932,0.326,1
ge5j,eq2b,600,800.0,425,475.0,0.319,0.155,0
ge5j,eq2b,600,800.0,475,525.0,0.214,0.115,0
ge5j,eq2b,600,800.0,525,inf,0.836,0.62,0
ge5j,eq2b,800,inf,130,175.0,0.718,0.331,2
ge5j,eq2b,800,inf,175,225.0,0.958,0.347,0
ge5j,eq2b,800,inf,225,275.0,1.26,0.401,2
ge5j,eq2b,800,inf,275,325.0,1.38,0.444,5
ge5j,eq2b,800,inf,325,375.0,0.821,0.292,3
ge5j,eq2b,800,inf,375,425.0,0.755,0.294,2
ge5j,eq2b,800,inf,425,475.0,0.314,0.126,1
ge5j,eq2b,800,inf,475,525.0,0.0619,0.0311,1
ge5j,eq2b,800,inf,525,575.0,0.147,0.067,0
ge5j,eq2b,800,inf,575,650.0,0.161,0.0853,0
ge5j,eq2b,800,inf,650,800.0,0.436,0.246,0
ge5j,eq2b,800,inf,800,inf,0.146,0.0757,0
ge5j,ge3b,400,500.0,130,inf,1.44,0.311,1
ge5j,ge3b,500,600.0,130,175.0,0.386,0.344,0
ge5j,ge3b,500,600.0,175,225.0,1.22,0.423,1
ge5j,ge3b,500,600.0,225,275.0,0.654,0.331,0
ge5j,ge3b,500,600.0,275,325.0,0.396,0.242,0
ge5j,ge3b,500,600.0,325,inf,0.31,0.255,0
ge5j,ge3b,600,800.0,130,250.0,0.599,0.45,1
ge5j,ge3b,600,800.0,250,300.0,0.429,0.261,0
ge5j,ge3b,600,800.0,300,350.0,0.313,0.264,0
ge5j,ge3b,600,800.0,350,inf,0.164,0.135,0
ge5j,ge3b,800,inf,130,200.0,0.0989,0.0847,0
ge5j,ge3b,800,inf,200,275.0,0.194,0.104,1
ge5j,ge3b,800,inf,275,325.0,0.18,0.0964,0
ge5j,ge3b,800,inf,325,375.0,0.202,0.105,1
ge5j,ge3b,800,inf,375,425.0,0.0961,0.0587,1
ge5j,ge3b,800,inf,425,525.0,0.0427,0.0305,0
ge5j,ge3b,800,inf,525,575.0,0.00615,0.0061,0
ge5j,ge3b,800,inf,575,inf,0.0808,0.0521,0
